0.000000,0.000000,-116.224609
10.000000,0.000000,-115.112305
20.000000,0.000000,-113.571289
30.000000,0.000000,-110.785156
40.000000,0.000000,-110.277344
50.000000,0.000000,-109.662109
60.000000,0.000000,-108.961914
70.000000,0.000000,-101.132812
80.000000,0.000000,-101.460938
90.000000,0.000000,-106.297852
100.000000,0.000000,-100.085938
110.000000,0.000000,-103.087891
120.000000,0.000000,-102.859375
130.000000,0.000000,-99.469727
140.000000,0.000000,-101.862305
150.000000,0.000000,-94.167969
160.000000,0.000000,-100.559570
170.000000,0.000000,-102.880859
180.000000,0.000000,-102.134766
190.000000,0.000000,-105.893555
200.000000,0.000000,-101.246094
210.000000,0.000000,-100.426758
220.000000,0.000000,-101.649414
230.000000,0.000000,-102.910156
240.000000,0.000000,-102.815430
250.000000,0.000000,-112.232422
260.000000,0.000000,-105.130859
270.000000,0.000000,-102.071289
280.000000,0.000000,-97.905273
290.000000,0.000000,-97.504883
300.000000,0.000000,-114.671875
310.000000,0.000000,-115.473633
320.000000,0.000000,-110.397461
330.000000,0.000000,-113.083008
340.000000,0.000000,-115.987305
350.000000,0.000000,-113.486328
350.000000,10.000000,-113.807617
340.000000,10.000000,-116.387695
330.000000,10.000000,-113.955078
320.000000,10.000000,-112.522461
310.000000,10.000000,-114.192383
300.000000,10.000000,-114.647461
290.000000,10.000000,-114.981445
280.000000,10.000000,-108.460938
270.000000,10.000000,-115.650391
260.000000,10.000000,-110.661133
250.000000,10.000000,-118.859375
240.000000,10.000000,-118.957031
230.000000,10.000000,-119.991211
220.000000,10.000000,-118.832031
210.000000,10.000000,-117.233398
200.000000,10.000000,-104.262695
190.000000,10.000000,-112.011719
180.000000,10.000000,-110.670898
170.000000,10.000000,-105.960938
160.000000,10.000000,-105.827148
150.000000,10.000000,-111.239258
140.000000,10.000000,-105.019531
130.000000,10.000000,-101.925781
120.000000,10.000000,-97.032227
110.000000,10.000000,-98.704102
100.000000,10.000000,-102.956055
90.000000,10.000000,-103.954102
80.000000,10.000000,-101.259766
70.000000,10.000000,-102.024414
60.000000,10.000000,-117.585938
50.000000,10.000000,-113.150391
40.000000,10.000000,-111.026367
30.000000,10.000000,-112.541016
20.000000,10.000000,-114.101562
10.000000,10.000000,-116.678711
0.000000,10.000000,-113.258789
0.000000,20.000000,-104.875000
10.000000,20.000000,-97.195312
20.000000,20.000000,-97.581055
30.000000,20.000000,-101.054688
40.000000,20.000000,-104.220703
50.000000,20.000000,-101.821289
60.000000,20.000000,-101.927734
70.000000,20.000000,-101.243164
80.000000,20.000000,-100.723633
90.000000,20.000000,-101.178711
100.000000,20.000000,-103.144531
110.000000,20.000000,-105.206055
120.000000,20.000000,-103.823242
130.000000,20.000000,-102.669922
140.000000,20.000000,-102.298828
150.000000,20.000000,-120.454102
160.000000,20.000000,-113.584961
170.000000,20.000000,-107.865234
180.000000,20.000000,-112.045898
190.000000,20.000000,-116.240234
200.000000,20.000000,-110.581055
210.000000,20.000000,-119.045898
220.000000,20.000000,-118.939453
230.000000,20.000000,-120.001953
240.000000,20.000000,-118.119141
250.000000,20.000000,-118.811523
260.000000,20.000000,-115.738281
270.000000,20.000000,-115.451172
280.000000,20.000000,-119.496094
290.000000,20.000000,-118.442383
300.000000,20.000000,-116.370117
310.000000,20.000000,-116.475586
320.000000,20.000000,-116.251953
330.000000,20.000000,-94.286133
340.000000,20.000000,-94.455078
350.000000,20.000000,-97.345703
350.000000,30.000000,-100.370117
340.000000,30.000000,-100.764648
330.000000,30.000000,-98.169922
320.000000,30.000000,-106.172852
310.000000,30.000000,-98.425781
300.000000,30.000000,-103.945312
290.000000,30.000000,-108.630859
280.000000,30.000000,-101.914062
270.000000,30.000000,-116.393555
260.000000,30.000000,-113.999023
250.000000,30.000000,-107.199219
240.000000,30.000000,-118.628906
230.000000,30.000000,-120.786133
220.000000,30.000000,-119.213867
210.000000,30.000000,-117.641602
200.000000,30.000000,-111.720703
190.000000,30.000000,-113.089844
180.000000,30.000000,-103.236328
170.000000,30.000000,-106.597656
160.000000,30.000000,-109.455078
150.000000,30.000000,-109.636719
140.000000,30.000000,-110.478516
130.000000,30.000000,-103.460938
120.000000,30.000000,-105.351562
110.000000,30.000000,-101.170898
100.000000,30.000000,-104.234375
90.000000,30.000000,-106.121094
80.000000,30.000000,-105.136719
70.000000,30.000000,-108.468750
60.000000,30.000000,-107.170898
50.000000,30.000000,-106.584961
40.000000,30.000000,-111.112305
30.000000,30.000000,-114.079102
20.000000,30.000000,-114.542969
10.000000,30.000000,-117.118164
0.000000,30.000000,-112.666992
0.000000,40.000000,-114.388672
10.000000,40.000000,-117.555664
20.000000,40.000000,-116.123047
30.000000,40.000000,-117.720703
40.000000,40.000000,-117.648438
50.000000,40.000000,-120.746094
60.000000,40.000000,-115.534180
70.000000,40.000000,-119.160156
80.000000,40.000000,-117.089844
90.000000,40.000000,-119.649414
100.000000,40.000000,-120.776367
110.000000,40.000000,-110.383789
120.000000,40.000000,-118.721680
130.000000,40.000000,-118.486328
140.000000,40.000000,-117.082031
150.000000,40.000000,-118.685547
160.000000,40.000000,-114.915039
170.000000,40.000000,-111.578125
180.000000,40.000000,-107.194336
190.000000,40.000000,-112.419922
200.000000,40.000000,-113.351562
210.000000,40.000000,-111.721680
220.000000,40.000000,-107.662109
230.000000,40.000000,-113.682617
240.000000,40.000000,-119.766602
250.000000,40.000000,-110.628906
260.000000,40.000000,-120.907227
270.000000,40.000000,-112.164062
280.000000,40.000000,-116.833984
290.000000,40.000000,-117.211914
300.000000,40.000000,-118.682617
310.000000,40.000000,-117.788086
320.000000,40.000000,-117.089844
330.000000,40.000000,-116.339844
340.000000,40.000000,-117.180664
350.000000,40.000000,-118.996094
350.000000,50.000000,-120.935547
340.000000,50.000000,-117.525391
330.000000,50.000000,-118.088867
320.000000,50.000000,-118.879883
310.000000,50.000000,-118.153320
300.000000,50.000000,-117.907227
290.000000,50.000000,-120.475586
280.000000,50.000000,-113.020508
270.000000,50.000000,-121.015625
260.000000,50.000000,-120.888672
250.000000,50.000000,-118.968750
240.000000,50.000000,-119.583008
230.000000,50.000000,-118.992188
220.000000,50.000000,-115.755859
210.000000,50.000000,-114.308594
200.000000,50.000000,-114.456055
190.000000,50.000000,-117.528320
180.000000,50.000000,-110.216797
170.000000,50.000000,-111.153320
160.000000,50.000000,-112.715820
150.000000,50.000000,-111.118164
140.000000,50.000000,-113.651367
130.000000,50.000000,-114.730469
120.000000,50.000000,-120.533203
110.000000,50.000000,-120.409180
100.000000,50.000000,-116.730469
90.000000,50.000000,-116.601562
80.000000,50.000000,-114.765625
70.000000,50.000000,-115.910156
60.000000,50.000000,-113.833008
50.000000,50.000000,-113.367188
40.000000,50.000000,-116.730469
30.000000,50.000000,-111.011719
20.000000,50.000000,-103.640625
10.000000,50.000000,-109.828125
0.000000,50.000000,-110.894531
0.000000,60.000000,-121.393555
10.000000,60.000000,-111.740234
20.000000,60.000000,-109.389648
30.000000,60.000000,-114.844727
40.000000,60.000000,-119.117188
50.000000,60.000000,-117.346680
60.000000,60.000000,-116.734375
70.000000,60.000000,-119.418945
80.000000,60.000000,-114.056641
90.000000,60.000000,-116.573242
100.000000,60.000000,-119.057617
110.000000,60.000000,-119.905273
120.000000,60.000000,-116.279297
130.000000,60.000000,-113.908203
140.000000,60.000000,-111.993164
150.000000,60.000000,-111.561523
160.000000,60.000000,-113.716797
170.000000,60.000000,-113.551758
180.000000,60.000000,-113.191406
190.000000,60.000000,-115.997070
200.000000,60.000000,-116.495117
210.000000,60.000000,-118.798828
220.000000,60.000000,-120.744141
230.000000,60.000000,-122.565430
240.000000,60.000000,-121.244141
250.000000,60.000000,-120.869141
260.000000,60.000000,-119.833984
270.000000,60.000000,-119.230469
280.000000,60.000000,-120.544922
290.000000,60.000000,-120.714844
300.000000,60.000000,-118.147461
310.000000,60.000000,-118.146484
320.000000,60.000000,-119.500000
330.000000,60.000000,-118.689453
340.000000,60.000000,-120.716797
350.000000,60.000000,-119.970703
350.000000,70.000000,-122.096680
340.000000,70.000000,-113.528320
330.000000,70.000000,-117.408203
320.000000,70.000000,-119.173828
310.000000,70.000000,-117.991211
300.000000,70.000000,-117.555664
290.000000,70.000000,-120.451172
280.000000,70.000000,-120.846680
270.000000,70.000000,-121.722656
260.000000,70.000000,-123.359375
250.000000,70.000000,-122.946289
240.000000,70.000000,-122.752930
230.000000,70.000000,-122.075195
220.000000,70.000000,-118.940430
210.000000,70.000000,-118.904297
200.000000,70.000000,-111.496094
190.000000,70.000000,-110.021484
180.000000,70.000000,-109.768555
170.000000,70.000000,-114.079102
160.000000,70.000000,-108.824219
150.000000,70.000000,-104.396484
140.000000,70.000000,-107.988281
130.000000,70.000000,-109.459961
120.000000,70.000000,-112.166992
110.000000,70.000000,-113.243164
100.000000,70.000000,-115.444336
90.000000,70.000000,-110.689453
80.000000,70.000000,-109.274414
70.000000,70.000000,-114.070312
60.000000,70.000000,-114.782227
50.000000,70.000000,-118.740234
40.000000,70.000000,-117.458008
30.000000,70.000000,-111.936523
20.000000,70.000000,-111.509766
10.000000,70.000000,-110.101562
0.000000,70.000000,-108.096680
0.000000,80.000000,-107.309570
10.000000,80.000000,-113.981445
20.000000,80.000000,-115.749023
30.000000,80.000000,-116.178711
40.000000,80.000000,-117.314453
50.000000,80.000000,-121.042969
60.000000,80.000000,-122.000977
70.000000,80.000000,-122.420898
80.000000,80.000000,-122.756836
90.000000,80.000000,-121.610352
100.000000,80.000000,-121.620117
110.000000,80.000000,-121.420898
120.000000,80.000000,-118.729492
130.000000,80.000000,-120.368164
140.000000,80.000000,-121.307617
150.000000,80.000000,-120.298828
160.000000,80.000000,-118.928711
170.000000,80.000000,-116.776367
180.000000,80.000000,-119.168945
190.000000,80.000000,-120.917969
200.000000,80.000000,-120.694336
210.000000,80.000000,-119.978516
220.000000,80.000000,-122.119141
230.000000,80.000000,-122.707031
240.000000,80.000000,-122.127930
250.000000,80.000000,-121.795898
260.000000,80.000000,-123.007812
270.000000,80.000000,-118.320312
280.000000,80.000000,-121.889648
290.000000,80.000000,-120.049805
300.000000,80.000000,-114.965820
310.000000,80.000000,-121.034180
320.000000,80.000000,-116.972656
330.000000,80.000000,-118.571289
340.000000,80.000000,-119.969727
350.000000,80.000000,-121.327148
350.000000,90.000000,-120.750977
340.000000,90.000000,-120.933594
330.000000,90.000000,-119.005859
320.000000,90.000000,-117.579102
310.000000,90.000000,-119.596680
300.000000,90.000000,-118.707031
290.000000,90.000000,-122.285156
280.000000,90.000000,-120.277344
270.000000,90.000000,-121.187500
260.000000,90.000000,-120.064453
250.000000,90.000000,-122.215820
240.000000,90.000000,-121.632812
230.000000,90.000000,-110.011719
220.000000,90.000000,-122.134766
210.000000,90.000000,-119.145508
200.000000,90.000000,-119.879883
190.000000,90.000000,-119.842773
180.000000,90.000000,-120.030273
170.000000,90.000000,-120.319336
160.000000,90.000000,-117.426758
150.000000,90.000000,-121.039062
140.000000,90.000000,-120.136719
130.000000,90.000000,-122.275391
120.000000,90.000000,-120.630859
110.000000,90.000000,-119.652344
100.000000,90.000000,-120.878906
90.000000,90.000000,-120.739258
80.000000,90.000000,-123.807617
70.000000,90.000000,-121.241211
60.000000,90.000000,-120.377930
50.000000,90.000000,-121.735352
40.000000,90.000000,-119.528320
30.000000,90.000000,-120.500977
20.000000,90.000000,-119.908203
10.000000,90.000000,-121.104492
0.000000,90.000000,-122.848633
